2017-05-07 10:35:14,385 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:37:20,483 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:20,484 INFO  controller.HomePageController - 分页信息：size：2page3
2017-05-07 11:37:20,485 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:37:21,546 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:21,547 INFO  controller.HomePageController - 分页信息：size：2page2
2017-05-07 11:37:21,548 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:37:22,464 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:37:22,464 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:37:22,466 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:37:23,584 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:22,194 INFO  controller.IndexController - login取得的用户名和密码为：222222,111
2017-05-07 11:39:22,299 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:22,299 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:39:22,300 INFO  controller.HomePageController - 用户信息：TypeUser{userId='149161327492041', userName='222222', password='111', record='{"a":0,"b":0,"c":0,"d":0,"e":0,"f":0,"g":0,"h":0,"i":0,"j":0,"k":0,"l":0,"m":0,"n":0,"o":0,"p":0,"q":0,"r":0,"s":0,"t":0,"u":0,"v":0,"w":0,"x":0,"y":0,"z":0}', createTime=Sat Apr 08 09:01:15 CST 2017, email='2081555@qq.com', state=1, friendId='null'}
2017-05-07 11:39:28,154 INFO  controller.IndexController - login取得的用户名和密码为：dd,d
2017-05-07 11:39:28,227 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:28,227 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:39:28,229 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:39:30,662 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:30,669 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:30,669 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:30,701 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:39:30,702 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:39:59,310 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:39:59,356 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:39:59,357 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:39:59,357 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412839935778', letterQueue=[start, G, D, B, J, S, D, N, Z, L, B, M, X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=0}}
2017-05-07 11:39:59,358 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:39:59,861 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:39:59,877 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:40:00,365 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='G', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:00,867 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='D', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:01,368 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='B', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:01,870 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='J', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:02,257 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"D"}
2017-05-07 11:40:02,283 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[S, D, N, Z, L, B, M, X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=0}}
2017-05-07 11:40:02,374 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='S', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:02,878 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='D', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:03,095 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"G"}
2017-05-07 11:40:03,096 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[N, Z, L, B, M, X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=1}}
2017-05-07 11:40:03,380 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='N', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:03,555 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"S"}
2017-05-07 11:40:03,555 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[Z, L, B, M, X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=2}}
2017-05-07 11:40:03,571 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"D"}
2017-05-07 11:40:03,571 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[Z, L, B, M, X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=3}}
2017-05-07 11:40:03,883 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Z', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:04,384 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='L', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:04,556 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"J"}
2017-05-07 11:40:04,556 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[B, M, X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=4}}
2017-05-07 11:40:05,387 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='M', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:05,838 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"Z"}
2017-05-07 11:40:05,838 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[X, I, P, C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=5}}
2017-05-07 11:40:05,888 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='X', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:06,391 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='I', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:06,895 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='P', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:06,975 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"L"}
2017-05-07 11:40:06,975 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[C, D, R, E, Z, G, C, X, Y, M, B, M, P, H, N, R, P, O, P, B, V, G, I, J, X, J, U, O, N, V, J, X, P, X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=6}}
2017-05-07 11:40:07,396 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='C', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:07,900 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='D', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:08,401 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='R', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:08,903 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='E', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:09,409 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Z', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:09,912 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='G', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:11,418 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Y', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:13,933 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='H', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:15,937 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='O', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:17,443 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='V', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:18,952 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='J', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:20,457 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='U', score=0, opponentScore=0, userMatchId='149412839935778'}
2017-05-07 11:40:23,490 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"U"}
2017-05-07 11:40:23,491 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[X, J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=7}}
2017-05-07 11:40:24,022 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412839935778","letter":"D"}
2017-05-07 11:40:24,022 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412839935778', letterQueue=[J, N, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=12, uri=/websocket], state=1, score=1}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=13, uri=/websocket], state=1, score=7}}
2017-05-07 11:40:25,484 INFO  service.WebSocketService - 发送信息：WebSocketData{state=4, letter='end', score=2, opponentScore=7, userMatchId='149412839935778'}
2017-05-07 11:40:25,485 INFO  service.WebSocketService - 发送信息：WebSocketData{state=4, letter='end', score=7, opponentScore=2, userMatchId='149412839935778'}
2017-05-07 11:40:25,486 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:40:25,487 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:40:25,491 INFO  service.WebSocketService - 对战信息存储成功：OnlineRecord{onlineRecordId='149412842548526', userId1='1', userId2='1', userScore1='2', userScore2='7'}
2017-05-07 11:41:31,424 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:41:31,462 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:41:31,463 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:41:39,589 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:41:39,625 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:41:39,626 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:41:39,626 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412849962633', letterQueue=[start, C, K, T, P, Z, W, E, N, E, Z, S, J, H, P, F, N, V, W, W, Y, V, J, V, P, X, Q, K, H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:39,626 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:41:40,130 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:40,631 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='C', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:41,132 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='K', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:41,636 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='T', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:42,137 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='P', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:42,640 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Z', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:43,145 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='W', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:43,647 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='E', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:44,149 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='N', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:44,734 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"T"}
2017-05-07 11:41:44,734 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[Z, S, J, H, P, F, N, V, W, W, Y, V, J, V, P, X, Q, K, H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:45,657 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='S', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:46,158 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='J', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:46,393 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"Z"}
2017-05-07 11:41:46,393 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[H, P, F, N, V, W, W, Y, V, J, V, P, X, Q, K, H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=1}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:46,660 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='H', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:47,666 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='F', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:47,828 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"N"}
2017-05-07 11:41:47,828 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[N, V, W, W, Y, V, J, V, P, X, Q, K, H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=2}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:48,167 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='N', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:48,672 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='V', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:49,025 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"J"}
2017-05-07 11:41:49,026 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[W, W, Y, V, J, V, P, X, Q, K, H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=3}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:49,459 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"H"}
2017-05-07 11:41:49,460 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[W, Y, V, J, V, P, X, Q, K, H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=4}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:50,176 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Y', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:51,179 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='J', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:52,682 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='X', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:53,185 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Q', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:53,732 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"J"}
2017-05-07 11:41:53,732 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[H, G, C, C, V, G, D, L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=5}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:54,187 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='H', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:54,688 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='G', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:57,193 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='D', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:57,643 INFO  websocket.WebsocketEndPoint - 接收的客户端信息为：{"state":5,"userMatchId":"149412849962633","letter":"Q"}
2017-05-07 11:41:57,645 INFO  websocket.WebsocketEndPoint - 匹配信息：UserMatch{userMatchId='149412849962633', letterQueue=[L, R, P, M, Z, Y, F, Q, W, Z, Q, F, S, S, H, M, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=14, uri=/websocket], state=1, score=6}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=15, uri=/websocket], state=1, score=0}}
2017-05-07 11:41:57,696 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='L', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:58,197 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='R', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:59,202 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='M', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:41:59,703 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Z', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:42:01,210 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='Q', score=0, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:42:05,722 INFO  service.WebSocketService - 发送信息：WebSocketData{state=4, letter='end', score=7, opponentScore=0, userMatchId='149412849962633'}
2017-05-07 11:42:05,723 INFO  service.WebSocketService - 发送信息：WebSocketData{state=4, letter='end', score=0, opponentScore=7, userMatchId='149412849962633'}
2017-05-07 11:42:05,724 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:42:05,725 INFO  websocket.WebsocketEndPoint - websocket connection closed......
2017-05-07 11:42:05,728 INFO  service.WebSocketService - 对战信息存储成功：OnlineRecord{onlineRecordId='149412852572314', userId1='1', userId2='1', userScore1='7', userScore2='0'}
2017-05-07 11:43:22,431 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:43:22,431 INFO  controller.HomePageController - 分页信息：size：2page1
2017-05-07 11:43:22,433 INFO  controller.HomePageController - 用户信息：TypeUser{userId='1', userName='dd', password='d', record='111', createTime=Mon Apr 03 00:00:00 CST 2017, email='213@qq.com', state=1, friendId='null'}
2017-05-07 11:43:34,437 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:43:34,478 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:43:34,480 INFO  service.WebSocketService - 用户1就绪。。
2017-05-07 11:44:17,515 INFO  interceptor.LoginInterceptor - 用户已经登录！
2017-05-07 11:44:17,553 INFO  websocket.WebsocketEndPoint - connect to the websocket success......
2017-05-07 11:44:17,555 INFO  service.WebSocketService - 用户2就绪。。
2017-05-07 11:44:17,556 INFO  service.WebSocketService - 匹配结果---UserMatch{userMatchId='149412865755645', letterQueue=[start, L, H, X, J, T, S, F, A, J, P, Q, P, X, N, V, U, C, C, Z, H, Y, H, I, E, N, K, N, E, D, G, C, Q, H, Q, G, P, H, Y, I, Z, Y, N, G, Q, W, L, Y, M, I, P, end], countLetter=52, userWebSocket1=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=16, uri=/websocket], state=1, score=0}, userWebSocket2=UserWebSocket{userName='dd', session=StandardWebSocketSession[id=17, uri=/websocket], state=1, score=0}}
2017-05-07 11:44:17,556 INFO  service.WebSocketService - 匹配中。。。
2017-05-07 11:44:18,060 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='start', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:18,565 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='L', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:19,068 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='H', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:19,573 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='X', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:20,074 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='J', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:20,574 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='T', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:21,077 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='S', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:21,581 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='F', score=0, opponentScore=0, userMatchId='149412865755645'}
2017-05-07 11:44:22,085 INFO  service.WebSocketService - 发送信息：WebSocketData{state=2, letter='A', score=0, opponentScore=0, userMatchId='149412865755645'}
